"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
13040,TACACS,TACACS+ authentication request contains an empty string in the Confirm New User Password field,The TACACS+ authentication request does not contain the user's new password to confirm the change password request.,WARN
13041,TACACS,TACACS+ authentication request switches from Login to Change Password functionality,The TACACS+ authentication request switches from Login to Change Password functionality.,WARN
13042,TACACS,TACACS+ authentication request to confirm a user's new password has failed,The TACACS+ authentication request to change a user's password does not contain a confirmation password.,WARN
13043,TACACS,Challenge-response mechanism is not supported by the selected TACACS+ authentication type,Challenge-response mechanism is not supported by the selected TACACS+ authentication type.,WARN
13044,TACACS,TACACS+ will use the password prompt returned by the identity store,TACACS+ will use the password prompt returned by the identity store.,INFO
13045,TACACS,TACACS+ will use the password prompt from global TACACS+ configuration,TACACS+ will use the password prompt from global TACACS+ configuration.,INFO
13046,TACACS,TACACS+ ASCII change password request,TACACS+ ASCII change password request.,INFO
13050,TACACS,Invalid TACACS+ MSCHAP flag value.,Invalid TACACS+ MSCHAP flag value.,ERROR
13051,TACACS,Size of data field is small.,Size of data field is small.,ERROR
13052,TACACS,Size of data field is small.,Size of data field is small.,ERROR
13060,TACACS-Proxy,Failed to read TACACS proxy configuration.,ACS detected an error when trying to read the TACACS proxy configuration.,WARN
13061,TACACS-Proxy,Accounting request received but neither local nor remote accounting is configured.,"An accounting request was received; however, neither local nor remote accounting is configured.",WARN
13062,TACACS-Proxy,No more external TACACS servers; cannot perform failover.,Failover is not possible because no more external TACACS servers are configured.,WARN
13063,TACACS-Proxy,Start forwarding request to remote TACACS server.,The request is being forwarded to the next remote TACACS server from the list configured for the selected ACS proxy service.,INFO
13064,TACACS-Proxy,TACACS proxy received incoming request for forwarding.,The TACACS proxy has received an incoming request. Validating the request and preparing to forward it to a configured remote TACACS server.,INFO
13065,TACACS-Proxy,TACACS proxy received valid incoming authentication request.,The TACACS proxy has received a valid incoming authentication request.,INFO
13066,TACACS-Proxy,TACACS proxy received valid incoming authorization request.,The TACACS proxy has received a valid incoming authorization request.,INFO
13067,TACACS-Proxy,TACACS proxy received valid incoming accounting request.,The TACACS proxy has received a valid incoming accounting request.,INFO
13068,TACACS-Proxy,TACACS proxy performing local accounting.,The TACACS proxy is performing a local accounting based on the incoming accounting request received.,INFO
13069,TACACS-Proxy,TACACS proxy performing remote accounting.,The TACACS proxy is performing a remote accounting based on the incoming accounting request received.,INFO
13070,TACACS-Proxy,Failed to forward request to current remote TACACS server.,Current remote TACACS server has failed to process the forwarded request due to any of the following reasons: The remote TACACS server is down ; The remote TACACS server is not configured properly ; The remote TACACS server dropped the request.,WARN
13071,TACACS-Proxy,Continue flow (seq_no > 1).,"Continue previous flow. Request will be send to server, what response to the previous request.",WARN
13072,TACACS-Proxy,Failed to forward request to current remote TACACS server.,Failed to forward request to current remote TACACS server. ,WARN
13073,TACACS,TACACS+ Proxy request failed because of a critical logging error.,The TACACS+ Proxy request failed because of a critical logging error.,INFO
13074,TACACS-Proxy,Finished to process TACACS Proxy request.,Finished to process TACACS Proxy request.,INFO
13075,TACACS-Proxy,TACACS+ Proxy request won't continue.,TACACS+ Proxy request won't continue.,INFO
15001,Policy,Adapter must contain at least one value,This is a database configuration problem,ERROR
15002,Policy,Configured operator failed to match the value type,"This is a database configuration problem, the operator and value type mismatch",ERROR
15003,Policy,Incorrect database configuration,Incorrect database configuration,ERROR
15004,Policy,Matched rule,Matched rule,DEBUG
15005,Policy,Matched monitored rule,Matched monitored rule,DEBUG
15006,Policy,Matched Default Rule,The policy default rule matched,DEBUG
15007,Policy,Policy result type did not match expected result,Policy result type did not match expected result,ERROR
15008,Policy,Evaluating Service Selection Policy,Evaluating Service Selection Policy,DEBUG
15009,Policy,Exception Authorization Policy not configured,Exception Authorization Policy not configured,DEBUG
15010,Policy,Identity policy is not configured,Identity policy is not configured.,ERROR
15011,Policy,Authorization Policy not configured,Authorization Policy not configured,INFO
15012,Policy,Selected Access Service,Selected Access Service,DEBUG
15013,Policy,Selected Identity Source,Selected Identity Source,DEBUG
15015,Policy,Could not find ID Store,Could not find ID Store in the database,ERROR
15016,Policy,Selected Authorization Profile,Selected Authorization Profile,DEBUG
15017,Policy,Selected Shell Profile,Selected Shell Profile,DEBUG
15018,Policy,Selected Command Set,Selected Command Set,DEBUG
15019,Policy,Could not find selected Authorization Profiles,Could not find selected Authorization Profiles,DEBUG
15020,Policy,Could not find selected Shell Profiles,Could not find selected Shell Profiles,WARN
15021,Policy,Could not find selected Command Set,Could not find selected Command Set,ERROR
15022,Policy,Could not find selected Access Service,Could not find selected Access Service,ERROR
15023,Policy,Could not match rule,Could not match rule,DEBUG
15024,Policy,PAP is not allowed,PAP is not allowed,INFO
15025,Posture,External Policy Check Policy not configured,External Policy Check Policy not configured,DEBUG
15026,Posture,External Policy Server not found,External Policy Server not found,DEBUG
15027,Posture,External Policy Server selected,External Policy Server selected,DEBUG
15028,Posture,Sending request to External Policy Server,Sending request to External Policy Server,DEBUG
15029,Posture,Could not retrieve attributes from External Policy Server,Could not retrieve attributes from External Policy Server,DEBUG
15030,Posture,Apparent misconfiguration of External Policy Server,Apparent misconfiguration of External Policy Server,DEBUG
15031,Posture,External Policy attributes retrieved,External Policy attributes retrieved,DEBUG
15032,Policy,Evaluating External Policy Check Policy,Evaluating External Policy Check Policy,DEBUG
15033,Policy,Group Mapping Policy not configured,Group Mapping Policy not configured,INFO
15034,Posture,Skip External Policy Check,Skip External Policy Check,DEBUG
15035,Policy,Evaluating Exception Authorization Policy,Evaluating Exception Authorization Policy,DEBUG
15036,Policy,Evaluating Authorization Policy,Evaluating Authorization Policy,DEBUG
15037,Policy,Using previously selected Access Service,Using previously selected Access Service,DEBUG
15038,Posture,Skipping External Policy because of missing or malformed required attributes,Skipping External Policy because of missing or malformed required attributes,DEBUG
15039,RADIUS,Rejected per authorization profile,Selected Authorization Profile contains ACCESS_REJECT attribute,INFO
15040,Policy,User name attribute not defined in certificate profile,User name attribute not defined in certificate profile,INFO
15041,Policy,Evaluating Identity Policy,Evaluating Identity Policy,DEBUG
15042,Policy,No rule was matched,The evaluated policy did not match any rule,INFO
15043,Policy,Dynamic attribute value is unavailable,"Dynamic attribute value is unavailable, Referenced attribute that contains the value does not exist",INFO
15044,Policy,Evaluating Group Mapping Policy,Evaluating Group Mapping Policy,DEBUG
15045,Policy,CHAP is not allowed,CHAP is not allowed.,ERROR
15046,Policy,MS-CHAP v1 is disabled under allowed protocols.,MS-CHAP v1 is disabled under allowed protocols.,ERROR
15047,Policy,MS-CHAP v2 is disabled under allowed protocols.,MS-CHAP v2 is disabled under allowed protocols.,ERROR
15048,Policy,Queried PIP,The Policy Engine queried a PIP for attributes that were referenced by the policy,DEBUG
15049,Policy,Evaluating Policy Group,Evaluating Policy Group,DEBUG
15050,Policy,Network Access Device does not support configuration of VLAN,Network Access Device does not support configuration of VLAN,DEBUG
15051,Policy,Network Access Device does not support configuration of ACL,Network Access Device does not support configuration of ACL,DEBUG
15052,Policy,Authorization profile/s specified are not suited for this Network Access Device,Authorization profile/s specified are not suited for this Network Access Device,DEBUG
15053,Policy,Network Access Device does not support CoA,Network Access Device does not support CoA,DEBUG
22000,Authentication,Authentication resulted in internal error,Authentication resulted in internal error,ERROR
22001,Authentication,Restricted attribute(s) found,Restricted attribute(s) found,INFO
